Fund ID,Department ID,Program ID,Account ID,Fund Name,Department,Description,2013 Actual,2014 Actual,2015 Actual
1001,43700,723,560730,General Fund,DPW ‐ Engineering,Reference Material,‐,‐,-505
1001,43700,101,570720,General Fund,DPW ‐ Engineering,Computer Equipment,‐,‐,"-1,104"
1001,43710,101,510501,General Fund,DPW ‐ Administration,Regular Salaries,"-322,778","-365,421","-368,376"
1001,43710,101,510503,General Fund,DPW ‐ Administration,Overtime,"-1,236","-2,414","-1,616"
1001,43710,101,510506,General Fund,DPW ‐ Administration,"Equip Allow (Auto,Phone,Tools)",‐,-490,-505
1001,43710,101,520520,General Fund,DPW ‐ Administration,Life Insurance Expense,-249,-270,-343
1001,43710,101,520521,General Fund,DPW ‐ Administration,Health Insurance Expense,"-86,598","-102,195","-114,490"
1001,43710,101,520522,General Fund,DPW ‐ Administration,Social Security Expense,"-16,862","-19,460","-19,205"
1001,43710,101,520523,General Fund,DPW ‐ Administration,Medicare Expense,"-4,284","-4,824","-4,853"
1001,43710,101,520527,General Fund,DPW ‐ Administration,IMRF Contributions,"-46,787","-55,683","-52,524"
1001,43710,101,530650,General Fund,DPW ‐ Administration,Conferences Training,"-2,353","-1,483","-2,509"
1001,43710,710,530650,General Fund,DPW ‐ Administration,Conferences Training,‐,-456,‐
1001,43710,101,530667,General Fund,DPW ‐ Administration,External Support,"-4,209","-4,920",‐
1001,43710,101,540690,General Fund,DPW ‐ Administration,Telecommunication Charges,"-1,070",-952,-691
1001,43710,101,550601,General Fund,DPW ‐ Administration,Printing,-470,‐,‐
1001,43710,101,550602,General Fund,DPW ‐ Administration,Membership Dues,"-1,762","-1,960","-1,979"
1001,43710,710,550602,General Fund,DPW ‐ Administration,Membership Dues,-395,-450,-450
1001,43710,101,550603,General Fund,DPW ‐ Administration,Postage,‐,-34,-52
1001,43710,101,550605,General Fund,DPW ‐ Administration,Travel & Mileage Reimbursement,-119,‐,‐
1001,43710,101,550652,General Fund,DPW ‐ Administration,Legal Postings and Doc. Fees,-273,-112,-420
1001,43710,710,550652,General Fund,DPW ‐ Administration,Legal Postings and Doc. Fees,‐,‐,-98
1001,43710,101,550671,General Fund,DPW ‐ Administration,Office Machine Service,-665,‐,"-1,738"
1001,43710,101,560620,General Fund,DPW ‐ Administration,Office Supplies,"-3,576","-3,803","-3,851"
1001,43710,101,560625,General Fund,DPW ‐ Administration,Clothing,‐,‐,‐
1001,43710,101,560631,General Fund,DPW ‐ Administration,Operational Supplies,-841,-417,-924
1001,43710,710,560631,General Fund,DPW ‐ Administration,Operational Supplies,"-2,271","-2,680","-2,251"
1001,43710,731,560631,General Fund,DPW ‐ Administration,Operational Supplies,-149,‐,‐
1001,43710,776,560631,General Fund,DPW ‐ Administration,Operational Supplies,‐,-11,‐
1001,43710,101,560670,General Fund,DPW ‐ Administration,Equipment Rental,"-3,917","-1,612",‐
1001,43720,101,510501,General Fund,DPW ‐ Street Lighting,Regular Salaries,"-19,693","-21,805","-22,508"
1001,43720,751,510501,General Fund,DPW ‐ Street Lighting,Regular Salaries,"-45,948","-50,877","-52,517"
1001,43720,752,510501,General Fund,DPW ‐ Street Lighting,Regular Salaries,"-33,756","-36,577","-37,659"
1001,43720,753,510501,General Fund,DPW ‐ Street Lighting,Regular Salaries,"-31,877","-36,097","-37,361"
1001,43720,101,510503,General Fund,DPW ‐ Street Lighting,Overtime,"-2,302","-1,816","-2,062"
1001,43720,751,510503,General Fund,DPW ‐ Street Lighting,Overtime,"-5,367","-4,229","-3,978"
1001,43720,752,510503,General Fund,DPW ‐ Street Lighting,Overtime,"-4,286","-2,953","-3,877"
1001,43720,753,510503,General Fund,DPW ‐ Street Lighting,Overtime,"-3,371","-3,072","-2,975"
1001,43720,101,510519,General Fund,DPW ‐ Street Lighting,Vacation Time Payout,-350,‐,‐
1001,43720,751,510519,General Fund,DPW ‐ Street Lighting,Vacation Time Payout,-817,‐,‐
1001,43720,752,510519,General Fund,DPW ‐ Street Lighting,Vacation Time Payout,-467,‐,‐
1001,43720,753,510519,General Fund,DPW ‐ Street Lighting,Vacation Time Payout,-700,‐,‐
1001,43720,101,520520,General Fund,DPW ‐ Street Lighting,Life Insurance Expense,-11,-6,-15
1001,43720,751,520520,General Fund,DPW ‐ Street Lighting,Life Insurance Expense,-26,-15,-35
1001,43720,752,520520,General Fund,DPW ‐ Street Lighting,Life Insurance Expense,-19,-12,-25
1001,43720,753,520520,General Fund,DPW ‐ Street Lighting,Life Insurance Expense,-18,-8,-25
1001,43720,101,520521,General Fund,DPW ‐ Street Lighting,Health Insurance Expense,"-5,004","-3,141","-4,922"
1001,43720,751,520521,General Fund,DPW ‐ Street Lighting,Health Insurance Expense,"-11,675","-7,328","-11,484"
1001,43720,752,520521,General Fund,DPW ‐ Street Lighting,Health Insurance Expense,"-8,707","-6,281","-8,532"
1001,43720,753,520521,General Fund,DPW ‐ Street Lighting,Health Insurance Expense,"-7,972","-4,188","-7,874"
1001,43720,101,520522,General Fund,DPW ‐ Street Lighting,Social Security Expense,"-1,317","-1,428","-1,433"
1001,43720,751,520522,General Fund,DPW ‐ Street Lighting,Social Security Expense,"-3,072","-3,331","-3,298"
1001,43720,752,520522,General Fund,DPW ‐ Street Lighting,Social Security Expense,"-2,265","-2,403","-2,422"
1001,43720,753,520522,General Fund,DPW ‐ Street Lighting,Social Security Expense,"-2,123","-2,355","-2,354"
1001,43720,101,520523,General Fund,DPW ‐ Street Lighting,Medicare Expense,-308,-334,-335
1001,43720,751,520523,General Fund,DPW ‐ Street Lighting,Medicare Expense,-718,-779,-771
1001,43720,752,520523,General Fund,DPW ‐ Street Lighting,Medicare Expense,-530,-562,-566
1001,43720,753,520523,General Fund,DPW ‐ Street Lighting,Medicare Expense,-496,-551,-551
1001,43720,101,520527,General Fund,DPW ‐ Street Lighting,IMRF Contributions,"-3,200","-3,729","-3,527"
1001,43720,751,520527,General Fund,DPW ‐ Street Lighting,IMRF Contributions,"-7,466","-8,699","-8,112"
1001,43720,752,520527,General Fund,DPW ‐ Street Lighting,IMRF Contributions,"-5,525","-6,287","-5,953"
1001,43720,753,520527,General Fund,DPW ‐ Street Lighting,IMRF Contributions,"-5,138","-6,136","-5,800"
1001,43720,101,530650,General Fund,DPW ‐ Street Lighting,Conferences Training,‐,"-1,170","-1,425"
1001,43720,751,530660,General Fund,DPW ‐ Street Lighting,General Contractuals,"-41,445","-69,814","-37,293"
1001,43720,752,530660,General Fund,DPW ‐ Street Lighting,General Contractuals,‐,‐,"-3,551"
1001,43720,714,540692,General Fund,DPW ‐ Street Lighting,Electricity,"-2,971",‐,‐
1001,43720,715,540692,General Fund,DPW ‐ Street Lighting,Electricity,‐,-18,‐
1001,43720,751,540692,General Fund,DPW ‐ Street Lighting,Electricity,"-58,215","-69,275","-65,006"
1001,43720,101,550602,General Fund,DPW ‐ Street Lighting,Membership Dues,-40,-160,-375
1001,43720,101,550632,General Fund,DPW ‐ Street Lighting,Laundry Service,-578,-675,-504
1001,43720,753,550671,General Fund,DPW ‐ Street Lighting,Office Machine Service,‐,‐,‐
1001,43720,752,550673,General Fund,DPW ‐ Street Lighting,Repairs,-50,‐,‐
1001,43720,753,550673,General Fund,DPW ‐ Street Lighting,Repairs,‐,-290,-374
1001,43720,101,560625,General Fund,DPW ‐ Street Lighting,Clothing,-270,-428,-551
1001,43720,101,560631,General Fund,DPW ‐ Street Lighting,Operational Supplies,‐,-36,‐
1001,43720,751,560631,General Fund,DPW ‐ Street Lighting,Operational Supplies,-233,-322,-189
1001,43720,752,560631,General Fund,DPW ‐ Street Lighting,Operational Supplies,-252,-114,-243
1001,43720,753,560631,General Fund,DPW ‐ Street Lighting,Operational Supplies,-249,-652,-619
1001,43720,751,560633,General Fund,DPW ‐ Street Lighting,Roadway Maintenance,"-29,240","-28,984","-35,468"
1001,43720,752,560633,General Fund,DPW ‐ Street Lighting,Roadway Maintenance,"-2,844","-4,775","-5,783"
1001,43740,101,510501,General Fund,DPW ‐ Street Services,Regular Salaries,"-156,276","-167,473","-199,792"
1001,43740,761,510501,General Fund,DPW ‐ Street Services,Regular Salaries,"-163,416","-170,163","-173,672"
1001,43740,764,510501,General Fund,DPW ‐ Street Services,Regular Salaries,‐,‐,‐
1001,43740,765,510501,General Fund,DPW ‐ Street Services,Regular Salaries,"-49,029","-49,191","-51,114"
1001,43740,766,510501,General Fund,DPW ‐ Street Services,Regular Salaries,"-65,362","-65,580","-68,145"
1001,43740,101,510503,General Fund,DPW ‐ Street Services,Overtime,‐,414,"-2,462"
1001,43740,761,510503,General Fund,DPW ‐ Street Services,Overtime,"-25,775","-29,442","-23,173"
1001,43740,764,510503,General Fund,DPW ‐ Street Services,Overtime,‐,‐,27
1001,43740,765,510503,General Fund,DPW ‐ Street Services,Overtime,"-7,739","-94,924","-50,309"
1001,43740,766,510503,General Fund,DPW ‐ Street Services,Overtime,"-10,304","-12,141","-9,762"
1001,43740,101,510518,General Fund,DPW ‐ Street Services,Seasonal Employees,‐,‐,‐
1001,43740,101,510506,General Fund,DPW ‐ Street Services,"Equip Allow (Auto,Phone,Tools)",‐,-475,-505
1001,43740,761,510516,General Fund,DPW ‐ Street Services,FD 7G Pay,1,‐,‐
1001,43740,765,510516,General Fund,DPW ‐ Street Services,FD 7G Pay,0,‐,‐
1001,43740,766,510516,General Fund,DPW ‐ Street Services,FD 7G Pay,-1,‐,‐
1001,43740,761,520515,General Fund,DPW ‐ Street Services,Health Insurance Opt Out,188,‐,‐
1001,43740,101,520520,General Fund,DPW ‐ Street Services,Life Insurance Expense,-83,-83,-129
1001,43740,761,520520,General Fund,DPW ‐ Street Services,Life Insurance Expense,-125,-125,-152
1001,43740,764,520520,General Fund,DPW ‐ Street Services,Life Insurance Expense,-8,‐,-1
1001,43740,765,520520,General Fund,DPW ‐ Street Services,Life Insurance Expense,-37,-37,-46
1001,43740,766,520520,General Fund,DPW ‐ Street Services,Life Insurance Expense,-50,-50,-62
1001,43740,101,520521,General Fund,DPW ‐ Street Services,Health Insurance Expense,"-21,038","-21,843","-29,972"
1001,43740,761,520521,General Fund,DPW ‐ Street Services,Health Insurance Expense,"-41,701","-42,983","-50,354"
1001,43740,764,520521,General Fund,DPW ‐ Street Services,Health Insurance Expense,‐,‐,-765
1001,43740,765,520521,General Fund,DPW ‐ Street Services,Health Insurance Expense,"-12,510","-12,895","-14,439"
1001,43740,766,520521,General Fund,DPW ‐ Street Services,Health Insurance Expense,"-16,680","-17,193","-20,010"
1001,43740,101,520522,General Fund,DPW ‐ Street Services,Social Security Expense,"-9,153","-9,840","-11,948"
1001,43740,761,520522,General Fund,DPW ‐ Street Services,Social Security Expense,"-11,113","-11,709","-11,540"
1001,43740,764,520522,General Fund,DPW ‐ Street Services,Social Security Expense,‐,‐,‐
1001,43740,765,520522,General Fund,DPW ‐ Street Services,Social Security Expense,"-3,338","-3,420","-3,425"
1001,43740,766,520522,General Fund,DPW ‐ Street Services,Social Security Expense,"-4,449","-4,558","-4,565"
1001,43740,101,520523,General Fund,DPW ‐ Street Services,Medicare Expense,"-2,141","-2,301","-2,794"
1001,43740,761,520523,General Fund,DPW ‐ Street Services,Medicare Expense,"-2,599","-2,738","-2,699"
1001,43740,764,520523,General Fund,DPW ‐ Street Services,Medicare Expense,‐,‐,‐
1001,43740,765,520523,General Fund,DPW ‐ Street Services,Medicare Expense,-781,-800,-801
1001,43740,766,520523,General Fund,DPW ‐ Street Services,Medicare Expense,"-1,041","-1,066","-1,068"
1001,43740,101,520527,General Fund,DPW ‐ Street Services,IMRF Contributions,"-22,566","-24,821","-27,937"
1001,43740,761,520527,General Fund,DPW ‐ Street Services,IMRF Contributions,"-27,292","-29,350","-27,682"
1001,43740,764,520527,General Fund,DPW ‐ Street Services,IMRF Contributions,‐,‐,‐
1001,43740,765,520527,General Fund,DPW ‐ Street Services,IMRF Contributions,"-8,197","-8,865","-8,222"
1001,43740,766,520527,General Fund,DPW ‐ Street Services,IMRF Contributions,"-10,926","-11,817","-10,960"
1001,43740,101,530650,General Fund,DPW ‐ Street Services,Conferences Training,"-1,523",-988,-808
1001,43740,761,530660,General Fund,DPW ‐ Street Services,General Contractuals,"-280,924","-218,894","-233,914"
1001,43740,765,530660,General Fund,DPW ‐ Street Services,General Contractuals,‐,‐,‐
1001,43740,766,530660,General Fund,DPW ‐ Street Services,General Contractuals,‐,‐,‐
1001,43740,791,530660,General Fund,DPW ‐ Street Services,General Contractuals,‐,"-20,940",‐
1001,43740,761,530667,General Fund,DPW ‐ Street Services,External Support,"-9,600","-10,700",-75
1001,43740,765,530667,General Fund,DPW ‐ Street Services,External Support,"-18,616","-25,705","-30,689"
1001,43740,766,530667,General Fund,DPW ‐ Street Services,External Support,‐,"-3,515",‐
1001,43740,714,540674,General Fund,DPW ‐ Street Services,Property Repair,‐,‐,-253
1001,43740,101,550632,General Fund,DPW ‐ Street Services,Laundry Service,"-2,213","-2,645","-1,517"
1001,43740,101,550671,General Fund,DPW ‐ Street Services,Office Machine Service,‐,-30,‐
1001,43740,761,550673,General Fund,DPW ‐ Street Services,Repairs,‐,-845,-675
1001,43740,101,560620,General Fund,DPW ‐ Street Services,Office Supplies,-180,‐,-200
1001,43740,101,560625,General Fund,DPW ‐ Street Services,Clothing,-662,"-2,288","-2,576"
1001,43740,711,560627,General Fund,DPW ‐ Street Services,Building Materials,-9,‐,‐
1001,43740,713,560627,General Fund,DPW ‐ Street Services,Building Materials,-212,‐,‐
1001,43740,101,560631,General Fund,DPW ‐ Street Services,Operational Supplies,‐,-38,‐
1001,43740,761,560631,General Fund,DPW ‐ Street Services,Operational Supplies,"-4,826","-3,905","-7,722"
1001,43740,765,560631,General Fund,DPW ‐ Street Services,Operational Supplies,-988,"-1,300","-1,706"
1001,43740,766,560631,General Fund,DPW ‐ Street Services,Operational Supplies,-911,"-1,298","-1,094"
1001,43740,791,560631,General Fund,DPW ‐ Street Services,Operational Supplies,‐,-143,‐
1001,43740,751,560633,General Fund,DPW ‐ Street Services,Roadway Maintenance,-551,‐,‐
1001,43740,761,560633,General Fund,DPW ‐ Street Services,Roadway Maintenance,"-16,619","-30,948","-39,828"
1001,43740,765,560633,General Fund,DPW ‐ Street Services,Roadway Maintenance,"-218,176","-151,796","-247,748"
1001,43740,766,560633,General Fund,DPW ‐ Street Services,Roadway Maintenance,-600,-43,-12
1001,43740,761,560634,General Fund,DPW ‐ Street Services,Sign Replacement,"-31,001","-42,569","-35,572"
1001,43740,766,560634,General Fund,DPW ‐ Street Services,Sign Replacement,-549,"-1,187",-591
1001,43740,791,560634,General Fund,DPW ‐ Street Services,Sign Replacement,‐,"-3,009",‐
1001,43790,101,510501,General Fund,DPW ‐ Building Maintenance,Regular Salaries,"-80,518","-83,715","-79,892"
1001,43790,101,510503,General Fund,DPW ‐ Building Maintenance,Overtime,‐,‐,‐
1001,43790,101,520520,General Fund,DPW ‐ Building Maintenance,Life Insurance Expense,-42,-42,-51
1001,43790,101,520521,General Fund,DPW ‐ Building Maintenance,Health Insurance Expense,"-20,355","-20,938","-24,316"
1001,43790,101,520522,General Fund,DPW ‐ Building Maintenance,Social Security Expense,"-4,622","-4,781","-4,626"
1001,43790,101,520523,General Fund,DPW ‐ Building Maintenance,Medicare Expense,"-1,081","-1,118","-1,082"
1001,43790,101,520527,General Fund,DPW ‐ Building Maintenance,IMRF Contributions,"-11,627","-12,662","-11,602"
1001,43790,101,530650,General Fund,DPW ‐ Building Maintenance,Conferences Training,-60,‐,"-1,059"
1001,43790,711,530660,General Fund,DPW ‐ Building Maintenance,General Contractuals,"-203,942","-212,469","-211,550"
1001,43790,712,530660,General Fund,DPW ‐ Building Maintenance,General Contractuals,"-38,895","-39,516","-41,954"
1001,43790,713,530660,General Fund,DPW ‐ Building Maintenance,General Contractuals,"-94,554","-96,238","-96,639"
1001,43790,714,530660,General Fund,DPW ‐ Building Maintenance,General Contractuals,"-15,849","-18,274","-22,719"
1001,43790,715,530660,General Fund,DPW ‐ Building Maintenance,General Contractuals,-696,‐,-896
1001,43790,717,530660,General Fund,DPW ‐ Building Maintenance,General Contractuals,"-14,058","-13,242","-12,484"
1001,43790,711,530667,General Fund,DPW ‐ Building Maintenance,External Support,‐,-99,‐
1001,43790,711,540674,General Fund,DPW ‐ Building Maintenance,Property Repair,"-31,558","-35,729","-28,340"
1001,43790,712,540674,General Fund,DPW ‐ Building Maintenance,Property Repair,"-2,736",-452,"-4,886"
1001,43790,713,540674,General Fund,DPW ‐ Building Maintenance,Property Repair,"-28,785","-45,143","-36,546"
1001,43790,714,540674,General Fund,DPW ‐ Building Maintenance,Property Repair,"-6,179","-9,267","-23,558"
1001,43790,717,540674,General Fund,DPW ‐ Building Maintenance,Property Repair,"-2,739",-240,-454
